FID,the_geom,fid,country,name,gppd_idnr,capacity_m,latitude,longitude,primary_fu,other_fuel,other_fu_1,other_fu_2,commission,owner,source,url,geolocatio,wepp_id,year_of_ca,generation,generati_1,generati_2,generati_3,generati_4,generati_5,generati_6,generati_7,estimated_,estimate_1,estimate_2,estimate_3,estimate_4,estimate_5,estimate_6,estimate_7,estimate_8,estimate_9
global_power_plants_renewable.24929,POINT (-70.6131 41.4447),24929,United States of America,Tisbury Landfill Solar,USA0059573,1.1,41.4447,-70.6131,Solar,,,,2014,CF CVEC Owner One LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,67793,2019,0,0.469,1.503,1.623,1.361,1.121,1.421,U.S. Energy Information Administration,0,0,1.76,1.67,1.67,NO-ESTIMATION,NO-ESTIMATION,SOLAR-V1,SOLAR-V1,SOLAR-V1
global_power_plants_renewable.24930,POINT (-74.4919 41.2003),24930,United States of America,Tissington Solar,USA0058364,3,41.2003,-74.4919,Solar,,,,2019,Marina Energy LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,0,0.702,U.S. Energy Information Administration,0,0,0,0,4.88,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.24932,POINT (-74.8472 40.2928),24932,United States of America,Titusville Solar,USA0057815,4.1,40.2928,-74.8472,Solar,,,,2010,Janssen Pharmaceutical Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,50990,2019,6.9815,6.729,7.1587,6.584,6.387,3.964,6.916,U.S. Energy Information Administration,6.21,6.23,5.76,5.89,5.84,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1
global_power_plants_renewable.24937,POINT (-73.0614 42.0895),24937,United States of America,Tolland Solar NG LLC,USA0062581,3.5,42.0895,-73.0614,Solar,,,,2014,Tolland Solar NG LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,0,4.677,U.S. Energy Information Administration,0,0,0,0,5.7,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.24941,POINT (-76.2865 42.5025),24941,United States of America,Tompkins Cortland Community College,USA0060431,2,42.5025,-76.2865,Solar,,,,2015,SEC LHNY Solar One  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,2.666,2.505,2.818,2.678,U.S. Energy Information Administration,0,0,0,2.49,2.62,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,SOLAR-V1,SOLAR-V1
global_power_plants_renewable.24951,POINT (-72.8103 41.2811),24951,United States of America,Town of Branford,USA0062076,1.1,41.2811,-72.8103,Solar,,,,2018,Tesla Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,0.381,1.36,U.S. Energy Information Administration,0,0,0,0,1.79,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.24953,POINT (-76.0767 39.1995),24953,United States of America,Town of Chestertown- Chestertown WWTP,USA0060096,1,39.1995,-76.0767,Solar,,,,2016,Tesla Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0.0238,1.815,1.798,1.673,1.79,U.S. Energy Information Administration,0,0,0,0,1.62,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,SOLAR-V1
global_power_plants_renewable.24954,POINT (-70.9558 42.0511),24954,United States of America,Town of East Bridgewater CSG,USA0058586,2,42.0511,-70.9558,Solar,,,,2013,Tesla Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,1.5167,2.9552,2.753,2.945,2.505,2.208,1.754,U.S. Energy Information Administration,0,3.08,3.17,3.1,3.16,NO-ESTIMATION,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1
global_power_plants_renewable.24955,POINT (-71.1354 42.0597),24955,United States of America,Town of Foxborough - Landfill (SREC II) CSG,USA0061591,1.2,42.0597,-71.1354,Solar,,,,2017,Town of Foxborough - Landfill (SREC II),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0.594,5.4975,2.001,U.S. Energy Information Administration,0,0,0,0,1.95,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.24956,POINT (-73.6757 42.835),24956,United States of America,Town of Halfmoon,USA0060115,1,42.835,-73.6757,Solar,,,,2017,Tesla Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0.263,1.008,1.017,U.S. Energy Information Administration,0,0,0,0,1.62,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.24957,POINT (-71.2555 42.4691),24957,United States of America,Town of Lexington Solar,USA0060816,1.6,42.4691,-71.2555,Solar,,,,2017,Syncarpha Lexington  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,1.572,2.449,2.505,U.S. Energy Information Administration,0,0,0,0,2.6,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.24958,POINT (-71.2594 42.2767),24958,United States of America,Town of Needham VNEM CSG,USA0060110,3,42.2767,-71.2594,Solar,,,,2016,Tesla Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,3.499,4.204,3.957,3.562,U.S. Energy Information Administration,0,0,0,0,4.38,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,SOLAR-V1
global_power_plants_renewable.24959,POINT (-71.3403 42.1278),24959,United States of America,Town of Norfolk MA at Medway Branch,USA0057942,1.2,42.1278,-71.3403,Solar,,,,2012,Constellation Solar Massachusetts LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,1.995,1.912,1.895,2.036,1.918,1.897,1.957,U.S. Energy Information Administration,1.72,1.68,1.79,1.81,1.52,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1
global_power_plants_renewable.24960,POINT (-73.0258 42.2258),24960,United States of America,Town of Otis Wind Energy Project,USA0061775,1.5,42.2258,-73.0258,Wind,,,,2018,Town of Otis,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,0.003,2.81,U.S. Energy Information Administration,0,0,0,0,4.4,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.24961,POINT (-72.633 41.6432),24961,United States of America,Town of Rocky Hill PV CSG,USA0061541,3,41.6432,-72.633,Solar,,,,2018,Tesla Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,1.152,1.489,U.S. Energy Information Administration,0,0,0,0,4.88,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.24962,POINT (-71.6175 42.0439),24962,United States of America,Town of Uxbridge MA at Commerce Dr,USA0057941,1.8,42.0439,-71.6175,Solar,,,,2012,Constellation Solar Net Metering LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,2.523,2.531,2.69,2.959,2.685,2.626,2.812,U.S. Energy Information Administration,2.73,2.55,2.91,2.8,2.41,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1
global_power_plants_renewable.24963,POINT (-77.1747 43.2444),24963,United States of America,Town of Williamson Landfill PV,USA0059613,1.2,43.2444,-77.1747,Solar,,,,2015,SSA Solar of NY LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,68880,2019,0,0.004,2.527,1.953,1.655,1.595,1.688,U.S. Energy Information Administration,0,0,0,1.85,1.56,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,SOLAR-V1,SOLAR-V1
global_power_plants_renewable.24964,POINT (-80.3148 40.7335),24964,United States of America,Townsend Hydro,USA0010285,5.2,40.7335,-80.3148,Hydro,,,,1987,Beaver Falls Municipal Auth,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,14232,2019,20.044,21.241,17.438,15.929,20.173,19.591,24.147,U.S. Energy Information Administration,20.34,20.44,18.4,20.83,17.54,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
global_power_plants_renewable.24966,POINT (-74.7186 40.8189),24966,United States of America,Toys R Us- DE  Inc. at Mt. Olive  NJ,USA0057647,4.1,40.8189,-74.7186,Solar,,,,2012,Constellation Solar New Jersey II  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,5.135,4.852,5.133,5.253,4.913,4.778,5.169,U.S. Energy Information Administration,6.11,5.9,6.71,6.26,5.5,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1
global_power_plants_renewable.24974,POINT (-75.1567 43.2758),24974,United States of America,Trenton Falls,USA0002619,21.9,43.2758,-75.1567,Hydro,,,,1919,Erie Boulevard Hydropower LP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,27871,2019,146.012,153.229,129.155,137.185,149.061,151.468,173.991,U.S. Energy Information Administration,76.22,80.39,54.12,71.94,66.69,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
global_power_plants_renewable.24975,POINT (-74.7539 40.2314),24975,United States of America,Trenton Solar Farm,USA0057352,1,40.2314,-74.7539,Solar,,,,2010,Public Service Elec & Gas Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,61097,2019,1.583,1.515,1.599,1.649,1.543,1.47,1.582,U.S. Energy Information Administration,1.58,1.61,1.47,1.45,1.36,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1
global_power_plants_renewable.24978,POINT (-75.5939 40.5562),24978,United States of America,Trexlertown Solar Array North and South,USA0057519,1.9,40.5562,-75.5939,Solar,,,,2011,Trexlertown Solar Array North and South,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,2.307,2.234,2.12,2.413,2.169,2.047,2.203,U.S. Energy Information Administration,2.69,2.84,3.16,2.68,2.44,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1
global_power_plants_renewable.24990,POINT (-70.8983 42.8475),24990,United States of America,True North,USA0059390,4.8,42.8475,-70.8983,Solar,,,,2012,CD US Solar MT1 LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,66356,2019,0,9.585,7.339,7.354,6.927,6.742,6.786,U.S. Energy Information Administration,8.23,8.06,8.13,8.29,7.29,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1
global_power_plants_renewable.25004,POINT (-74.7806 40.1514),25004,United States of America,Tullytown,USA0058250,1.6,40.1514,-74.7806,Waste,,,,2013,WM Renewable Energy LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,10.623,13.509,12.848,12.936,12.868,12.232,12.374,U.S. Energy Information Administration,0,0,0,0,0.28,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.25015,POINT (-76.6785 42.093),25015,United States of America,Turner Rd Community Solar Project,USA0062160,2,42.093,-76.6785,Solar,,,,2019,Delaware River Solar  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,0,3.45,U.S. Energy Information Administration,0,0,0,0,3.25,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.25017,POINT (-72.5615 42.608),25017,United States of America,Turners Falls,USA0006388,5.7,42.608,-72.5615,Hydro,,,,1909.807,FirstLight Power Resources  Inc. - MA,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,36701,2019,17.155,16.992,14.836,22.101,17.456,20.669,24.557,U.S. Energy Information Administration,23.29,26.96,19.15,24.08,23.38,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
global_power_plants_renewable.25018,POINT (-70.9664 43.2416),25018,United States of America,Turnkey Landfill Gas Recovery,USA0054663,9.2,43.2416,-70.9664,Waste,,,,1996,WM Renewable Energy LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,14545,2019,27.758,29.484,27.15,26.31,27.181,28.317,33.621,U.S. Energy Information Administration,0,0,0,0,1.66,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.25038,POINT (-78.8747 39.7606),25038,United States of America,Twin Ridges Wind Farm,USA0057998,139.4,39.7606,-78.8747,Wind,,,,2013,RWE Renewables Americas LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,64997,2019,411.392,445.438,421.762,434.577,440.47,436.141,405.191,U.S. Energy Information Administration,0,467.38,374.3,450.12,460.77,NO-ESTIMATION,WIND-V1,WIND-V1,WIND-V1,WIND-V1
global_power_plants_renewable.25039,POINT (-72.7481 42.1483),25039,United States of America,Twiss Street Solar,USA0059624,1.5,42.1483,-72.7481,Solar,,,,2015,Citizens Enterprises Corporation,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,68745,2019,0,0,2.056,2.544,2.448,2.294,2.52,U.S. Energy Information Administration,0,0,0,2.41,2.15,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,SOLAR-V1,SOLAR-V1
global_power_plants_renewable.25048,POINT (-71.4465 42.6697),25048,United States of America,Tyngsborough Solar,USA0061598,2.6,42.6697,-71.4465,Solar,,,,2017,Citizens Enterprises Corporation,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,3.646,4.173,4.345,U.S. Energy Information Administration,0,0,0,0,3.47,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,SOLAR-V1
global_power_plants_renewable.25056,POINT (-72.5325 42.3913),25056,United States of America,UMASS,USA0061603,4,42.3913,-72.5325,Solar,,,,2016,Consolidated Edison Development Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,5.225,5.716,5.551,U.S. Energy Information Administration,0,0,0,0,4.67,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,SOLAR-V1
global_power_plants_renewable.25057,POINT (-76.1347 38.5831),25057,United States of America,UMCES Ground Mount,USA0062405,2,38.5831,-76.1347,Solar,,,,2018,Standard Solar,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,3.57,2.379,U.S. Energy Information Administration,0,0,0,0,3.25,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.25062,POINT (-70.9361 43.1367),25062,United States of America,UNH 7.9 MW Plant,USA0058180,7.9,43.1367,-70.9361,Waste,Oil,Gas,,2006,Emcor Energy Services,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,56.363,56.041,59.995,61.744,57.453,55.998,51.648,U.S. Energy Information Administration,0,0,0,0,1.43,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.25063,POINT (-74.2752 40.5344),25063,United States of America,US Foods Solar,USA0060808,6,40.5344,-74.2752,Solar,,,,2012,CD US Solar MT1 LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,9.049,8.087,8.659,U.S. Energy Information Administration,9.67,9.71,10.18,9.47,8.85,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1
global_power_plants_renewable.25066,POINT (-74.4847 40.3136),25066,United States of America,USAA Black Bear Energy,USA0062612,1.9,40.3136,-74.4847,Solar,,,,2018,EnterSolar,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,1.737,3.135,U.S. Energy Information Administration,0,0,0,0,3.09,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.25100,POINT (-73.9812 41.9619),25100,United States of America,Ulster County Solar,USA0062777,1.4,41.9619,-73.9812,Solar,,,,2018,Ulster Solar LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,0.061,2.511,U.S. Energy Information Administration,0,0,0,0,2.28,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.25101,POINT (-73.8843 41.7163),25101,United States of America,Underhill,USA0063751,2,41.7163,-73.8843,Solar,,,,2019,Underhill Solar LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,0,2.508,U.S. Energy Information Administration,0,0,0,0,3.25,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.25103,POINT (-74.2664 40.6013),25103,United States of America,Union County Resource Recovery,USA0050960,45,40.6013,-74.2664,Waste,,,,1994,Covanta Union Operations LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,297.187,291.439,294.968,290.873,293.006,277.403,294.4,U.S. Energy Information Administration,0,0,0,0,8.15,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.25104,POINT (-73.9131 44.5107),25104,United States of America,Union Falls,USA0050176,2.6,44.5107,-73.9131,Hydro,,,,1987,Union Falls Hydro Power LP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,27870,2019,13.8412,13.2957,11.827,8.993,8.53,8.053,9.756,U.S. Energy Information Administration,9.78,11.03,8.84,8.9,9.43,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
global_power_plants_renewable.25108,POINT (-74.9966 44.7145),25108,United States of America,Unionville Hydro Project 2499 NY,USA0050269,3,44.7145,-74.9966,Hydro,,,,1984,Erie Boulevard Hydropower LP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,12386,2019,16.831,14.579,13.271,12.41,16.046,12.708,14.741,U.S. Energy Information Administration,12.87,13.01,11.56,12.18,11.55,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
global_power_plants_renewable.25110,POINT (-74.5017 40.3206),25110,United States of America,United Stationers Supply Solar Electric,USA0058040,2.8,40.3206,-74.5017,Solar,,,,2012,CVI CleanCapital Solar 4 LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,4.103,2.93,4.248,4.188,3.937,3.745,4.12,U.S. Energy Information Administration,4.35,4.31,4.57,4.25,3.79,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1
