FID,the_geom,fid,country,name,gppd_idnr,capacity_m,latitude,longitude,primary_fu,other_fuel,other_fu_1,other_fu_2,commission,owner,source,url,geolocatio,wepp_id,year_of_ca,generation,generati_1,generati_2,generati_3,generati_4,generati_5,generati_6,generati_7,estimated_,estimate_1,estimate_2,estimate_3,estimate_4,estimate_5,estimate_6,estimate_7,estimate_8,estimate_9
global_power_plants_renewable.2521,POINT (-80.537 44.3398),2521,Canada,Eugenia,CAN0007850,6,44.3398,-80.537,Hydro,,,,0,,Natural Resources Canada,ftp://ftp.maps.canada.ca/pub/nacei_cnaie/energy_infrastructure/PowerPlantsRenewGE1MW_NorthAmerica_201708.xlsx,Natural Resources Canada,28982,2017,0,0,0,0,0,0,0,,22.39,22.7,15.81,21.14,18.53,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
global_power_plants_renewable.2524,POINT (-78.7373 44.5356),2524,Canada,Fenelon Falls,CAN0007853,2.6,44.5356,-78.7373,Hydro,,,,0,,Natural Resources Canada,ftp://ftp.maps.canada.ca/pub/nacei_cnaie/energy_infrastructure/PowerPlantsRenewGE1MW_NorthAmerica_201708.xlsx,Natural Resources Canada,55361,2000,0,0,0,0,0,0,0,,11.86,11.49,10.72,11.49,11.88,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
global_power_plants_renewable.2528,POINT (-76.9257 44.2904),2528,Canada,First Light I,CAN0007857,9.1,44.2904,-76.9257,Solar,,,,0,Sunedison / Skypower Ltd,Natural Resources Canada,ftp://ftp.maps.canada.ca/pub/nacei_cnaie/energy_infrastructure/PowerPlantsRenewGE1MW_NorthAmerica_201708.xlsx,Natural Resources Canada,,2013,0,0,0,0,0,0,0,,11.68,13.02,12.75,13.26,12.17,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
global_power_plants_renewable.2529,POINT (-76.9425 44.2984),2529,Canada,First Light II,CAN0007858,10.4,44.2984,-76.9425,Solar,,,,0,Sunedison / Skypower Ltd,Natural Resources Canada,ftp://ftp.maps.canada.ca/pub/nacei_cnaie/energy_infrastructure/PowerPlantsRenewGE1MW_NorthAmerica_201708.xlsx,Natural Resources Canada,,2013,0,0,0,0,0,0,0,,13.81,15.29,15.01,15.46,14.37,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
global_power_plants_renewable.2535,POINT (-77.094 44.0199),2535,Canada,Fotolight,CAN0007864,10,44.0199,-77.094,Solar,,,,0,Axium Foto Light LP,Natural Resources Canada,ftp://ftp.maps.canada.ca/pub/nacei_cnaie/energy_infrastructure/PowerPlantsRenewGE1MW_NorthAmerica_201708.xlsx,Natural Resources Canada,68407,2017,0,0,0,0,0,0,0,,14.64,13.82,14.38,15.43,14.26,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
global_power_plants_renewable.2538,POINT (-77.5945 44.1865),2538,Canada,Frankford,CAN0007867,3,44.1865,-77.5945,Hydro,,,,0,,Natural Resources Canada,ftp://ftp.maps.canada.ca/pub/nacei_cnaie/energy_infrastructure/PowerPlantsRenewGE1MW_NorthAmerica_201708.xlsx,Natural Resources Canada,28985,2017,0,0,0,0,0,0,0,,15.48,11.66,13.6,13.1,15.14,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
global_power_plants_renewable.2542,POINT (-80.6598 42.6069),2542,Canada,Frogmore,CAN0007870,9.9,42.6069,-80.6598,Wind,,,,0,,Natural Resources Canada,ftp://ftp.maps.canada.ca/pub/nacei_cnaie/energy_infrastructure/PowerPlantsRenewGE1MW_NorthAmerica_201708.xlsx,Natural Resources Canada,58689,2016,0,0,0,0,0,0,0,,0,0,0,0,22.96,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.2543,POINT (-81.8657 42.3964),2543,Canada,Front Line,CAN0007871,9,42.3964,-81.8657,Wind,,,,0,Gengrowth,Natural Resources Canada,ftp://ftp.maps.canada.ca/pub/nacei_cnaie/energy_infrastructure/PowerPlantsRenewGE1MW_NorthAmerica_201708.xlsx,Natural Resources Canada,58730,2016,0,0,0,0,0,0,0,,0,0,0,0,20.88,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.2549,POINT (-78.581 44.0197),2549,Canada,Ganaraska,CAN0007877,17.6,44.0197,-78.581,Wind,,,,0,Ganaraska Wind Development Joint Venture,Natural Resources Canada,ftp://ftp.maps.canada.ca/pub/nacei_cnaie/energy_infrastructure/PowerPlantsRenewGE1MW_NorthAmerica_201708.xlsx,Natural Resources Canada,61586,2016,0,0,0,0,0,0,0,,0,0,0,0,40.83,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.2554,POINT (-81.7571 42.5193),2554,Canada,Gesner,CAN0007881,10,42.5193,-81.7571,Wind,,,,0,,Natural Resources Canada,ftp://ftp.maps.canada.ca/pub/nacei_cnaie/energy_infrastructure/PowerPlantsRenewGE1MW_NorthAmerica_201708.xlsx,Natural Resources Canada,,2016,0,0,0,0,0,0,0,,0,0,0,0,23.2,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.2563,POINT (-77.5819 44.1525),2563,Canada,Glen Miller,CAN0007890,8,44.1525,-77.5819,Hydro,,,,0,Glen Miller Power LP,Natural Resources Canada,ftp://ftp.maps.canada.ca/pub/nacei_cnaie/energy_infrastructure/PowerPlantsRenewGE1MW_NorthAmerica_201708.xlsx,Natural Resources Canada,49043,2017,0,0,0,0,0,0,0,,43.88,34.36,36.16,36.98,42.97,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
global_power_plants_renewable.2564,POINT (-78.9662 44.4633),2564,Canada,Glenarm,CAN0007891,10,44.4633,-78.9662,Solar,,,,0,Csi Glenarm LP,Natural Resources Canada,ftp://ftp.maps.canada.ca/pub/nacei_cnaie/energy_infrastructure/PowerPlantsRenewGE1MW_NorthAmerica_201708.xlsx,Natural Resources Canada,68873,2017,0,0,0,0,0,0,0,,13.24,15.19,14.58,14.44,12.95,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
global_power_plants_renewable.2568,POINT (-79.2936 44.2878),2568,Canada,Goldlight,CAN0007895,10,44.2878,-79.2936,Solar,,,,0,Goldlight LP,Natural Resources Canada,ftp://ftp.maps.canada.ca/pub/nacei_cnaie/energy_infrastructure/PowerPlantsRenewGE1MW_NorthAmerica_201708.xlsx,Natural Resources Canada,67200,2017,0,0,0,0,0,0,0,,13.22,15.19,14.59,14.15,13.36,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
global_power_plants_renewable.2569,POINT (-78.992 44.5117),2569,Canada,Goodlight,CAN0007896,10,44.5117,-78.992,Solar,,,,0,Goodlight LP,Natural Resources Canada,ftp://ftp.maps.canada.ca/pub/nacei_cnaie/energy_infrastructure/PowerPlantsRenewGE1MW_NorthAmerica_201708.xlsx,Natural Resources Canada,68404,2017,0,0,0,0,0,0,0,,13.24,15.19,14.73,14.32,12.95,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
global_power_plants_renewable.2571,POINT (-81.6144 43.2986),2571,Canada,Goshen,CAN0002147,102.4,43.2986,-81.6144,Wind,,,,0,Goshen Wind  LP,Natural Resources Canada,http://ftp.maps.canada.ca/pub/nacei_cnaie/energy_infrastructure/PowerPlantsAllGE100MW_NorthAmerica_201708.xlsx,Natural Resources Canada,65423,2016,0,0,0,0,0,0,0,,0,0,0,0,237.56,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.2574,POINT (-81.6578 43.3937),2574,Canada,Grand Bend,CAN0007901,99.3,43.3937,-81.6578,Wind,,,,0,Grand Bend Wind LP,Natural Resources Canada,ftp://ftp.maps.canada.ca/pub/nacei_cnaie/energy_infrastructure/PowerPlantsRenewGE1MW_NorthAmerica_201708.xlsx,Natural Resources Canada,66873,2016,0,0,0,0,0,0,0,,0,0,0,0,230.37,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.2578,POINT (-79.7879 42.8814),2578,Canada,Grand Renewable Energy Park,CAN0002149,149,42.8814,-79.7879,Wind,,,,0,Grand Renewable Wind LP,Natural Resources Canada,http://ftp.maps.canada.ca/pub/nacei_cnaie/energy_infrastructure/PowerPlantsAllGE100MW_NorthAmerica_201708.xlsx,Natural Resources Canada,,2016,0,0,0,0,0,0,0,,0,0,0,0,345.68,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.2579,POINT (-79.819 42.8883),2579,Canada,Grand Renewable Energy Park,CAN0002150,100,42.8883,-79.819,Solar,,,,0,Grand Renewable Solar LP,Natural Resources Canada,http://ftp.maps.canada.ca/pub/nacei_cnaie/energy_infrastructure/PowerPlantsAllGE100MW_NorthAmerica_201708.xlsx,Natural Resources Canada,,2017,0,0,0,0,0,0,0,,141.32,134.16,141.7,152.96,143.08,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
global_power_plants_renewable.2580,POINT (-80.3556 44.0078),2580,Canada,Grand Valley I / II,CAN0007907,19.8,44.0078,-80.3556,Wind,,,,0,Grand Valley 1 LP,Natural Resources Canada,ftp://ftp.maps.canada.ca/pub/nacei_cnaie/energy_infrastructure/PowerPlantsRenewGE1MW_NorthAmerica_201708.xlsx,Natural Resources Canada,,2016,0,0,0,0,0,0,0,,0,0,0,0,45.93,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.2581,POINT (-80.3437 43.9294),2581,Canada,Grand Valley III,CAN0007908,40.1,43.9294,-80.3437,Wind,,,,0,Grand Valley 2 LP,Natural Resources Canada,ftp://ftp.maps.canada.ca/pub/nacei_cnaie/energy_infrastructure/PowerPlantsRenewGE1MW_NorthAmerica_201708.xlsx,Natural Resources Canada,,2016,0,0,0,0,0,0,0,,0,0,0,0,93.03,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.2591,POINT (-80.3138 44.3085),2591,Canada,Grey Highlands,CAN0007918,18.5,44.3085,-80.3138,Wind,,,,0,Grey Highlands Clean Energy Development LP,Natural Resources Canada,ftp://ftp.maps.canada.ca/pub/nacei_cnaie/energy_infrastructure/PowerPlantsRenewGE1MW_NorthAmerica_201708.xlsx,Natural Resources Canada,60670,2016,0,0,0,0,0,0,0,,0,0,0,0,42.92,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.2592,POINT (-80.289 44.314),2592,Canada,Grey Highlands Zero Emission People (Zep),CAN0008600,10,44.314,-80.289,Wind,,,,0,Capstone Infrastructure Corp 50%,Natural Resources Canada,ftp://ftp.maps.canada.ca/pub/nacei_cnaie/energy_infrastructure/PowerPlantsRenewGE1MW_NorthAmerica_201708.xlsx,Natural Resources Canada,,2016,0,0,0,0,0,0,0,,0,0,0,0,23.2,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.2593,POINT (-79.5389 43.1474),2593,Canada,Grimsby Bioreactor,CAN0007919,1,43.1474,-79.5389,Biomass,,,,0,Grimsby Energy Inc,Natural Resources Canada,ftp://ftp.maps.canada.ca/pub/nacei_cnaie/energy_infrastructure/PowerPlantsRenewGE1MW_NorthAmerica_201708.xlsx,Natural Resources Canada,,2017,0,0,0,0,0,0,0,,0,0,0,0,0,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
global_power_plants_renewable.2597,POINT (-80.7142 43.0858),2597,Canada,Gunn's Hill,CAN0007922,18,43.0858,-80.7142,Wind,,,,0,Gunn's Hill LP,Natural Resources Canada,ftp://ftp.maps.canada.ca/pub/nacei_cnaie/energy_infrastructure/PowerPlantsRenewGE1MW_NorthAmerica_201708.xlsx,Natural Resources Canada,68046,2016,0,0,0,0,0,0,0,,0,0,0,0,41.76,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.2598,POINT (-79.7108 43.122),2598,Canada,HAF Energy,CAN0007923,9,43.122,-79.7108,Wind,,,,0,Vineland Power Inc,Natural Resources Canada,ftp://ftp.maps.canada.ca/pub/nacei_cnaie/energy_infrastructure/PowerPlantsRenewGE1MW_NorthAmerica_201708.xlsx,Natural Resources Canada,67450,2016,0,0,0,0,0,0,0,,0,0,0,0,20.88,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.2599,POINT (-78.5454 43.9294),2599,Canada,HPG Site A,CAN0007956,2,43.9294,-78.5454,Solar,,,,0,Potentia Solar 14 LP,Natural Resources Canada,ftp://ftp.maps.canada.ca/pub/nacei_cnaie/energy_infrastructure/PowerPlantsRenewGE1MW_NorthAmerica_201708.xlsx,Natural Resources Canada,,2017,0,0,0,0,0,0,0,,2.54,3.02,2.78,3.03,2.63,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
global_power_plants_renewable.2601,POINT (-77.7954 44.2752),2601,Canada,Hagues Reach,CAN0007924,4,44.2752,-77.7954,Hydro,,,,0,,Natural Resources Canada,ftp://ftp.maps.canada.ca/pub/nacei_cnaie/energy_infrastructure/PowerPlantsRenewGE1MW_NorthAmerica_201708.xlsx,Natural Resources Canada,28989,2017,0,0,0,0,0,0,0,,21.28,17.95,18.07,18.06,21.37,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
global_power_plants_renewable.2603,POINT (-79.77 43.2534),2603,Canada,Hamilton (Digester Gas) Cogenertion,CAN0007926,1.6,43.2534,-79.77,Biomass,,,,0,Hamilton Renewable Power Inc,Natural Resources Canada,ftp://ftp.maps.canada.ca/pub/nacei_cnaie/energy_infrastructure/PowerPlantsRenewGE1MW_NorthAmerica_201708.xlsx,Natural Resources Canada,,2017,0,0,0,0,0,0,0,,0,0,0,0,0,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
global_power_plants_renewable.2614,POINT (-77.7787 44.373),2614,Canada,Healey Falls,CAN0007935,18,44.373,-77.7787,Hydro,,,,0,Ontario Power Generation Inc,Natural Resources Canada,ftp://ftp.maps.canada.ca/pub/nacei_cnaie/energy_infrastructure/PowerPlantsRenewGE1MW_NorthAmerica_201708.xlsx,Natural Resources Canada,28987,2017,0,0,0,0,0,0,0,,100.54,81.4,78.82,82.07,97.07,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
global_power_plants_renewable.2618,POINT (-79.2646 43.199),2618,Canada,Heywood,CAN0007939,7.2,43.199,-79.2646,Hydro,,,,0,St. Catharines Hydro Generation Inc,Natural Resources Canada,ftp://ftp.maps.canada.ca/pub/nacei_cnaie/energy_infrastructure/PowerPlantsRenewGE1MW_NorthAmerica_201708.xlsx,Natural Resources Canada,33455,2017,0,0,0,0,0,0,0,,16.65,16.65,16.65,16.7,16.65,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
global_power_plants_renewable.2637,POINT (-79.4806 43.6333),2637,Canada,Humber Treatment Plant,CAN0007959,4.7,43.6333,-79.4806,Biomass,,,,0,,Natural Resources Canada,ftp://ftp.maps.canada.ca/pub/nacei_cnaie/energy_infrastructure/PowerPlantsRenewGE1MW_NorthAmerica_201708.xlsx,Natural Resources Canada,46518,2015,0,0,0,0,0,0,0,,0,0,0,0,0,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
global_power_plants_renewable.2638,POINT (-81.5463 44.3115),2638,Canada,Huron,CAN0007960,9,44.3115,-81.5463,Wind,,,,0,,Natural Resources Canada,ftp://ftp.maps.canada.ca/pub/nacei_cnaie/energy_infrastructure/PowerPlantsRenewGE1MW_NorthAmerica_201708.xlsx,Natural Resources Canada,,2016,0,0,0,0,0,0,0,,0,0,0,0,20.88,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.2641,POINT (-78.8664 44.0636),2641,Canada,Illumination,CAN0007963,10,44.0636,-78.8664,Solar,,,,0,Illumination LP,Natural Resources Canada,ftp://ftp.maps.canada.ca/pub/nacei_cnaie/energy_infrastructure/PowerPlantsRenewGE1MW_NorthAmerica_201708.xlsx,Natural Resources Canada,68874,2017,0,0,0,0,0,0,0,,13.49,14.93,14.04,15.05,13.77,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
global_power_plants_renewable.2642,POINT (-79.0249 43.8474),2642,Canada,Index Energy Mills Road Corp,CAN0007964,17.8,43.8474,-79.0249,Biomass,,,,0,Index Energy Mills Road Corp,Natural Resources Canada,ftp://ftp.maps.canada.ca/pub/nacei_cnaie/energy_infrastructure/PowerPlantsRenewGE1MW_NorthAmerica_201708.xlsx,Natural Resources Canada,,2017,0,0,0,0,0,0,0,,0,0,0,0,0,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
global_power_plants_renewable.2643,POINT (-80.8462 43.088),2643,Canada,Ingersoll 1,CAN0007965,9.5,43.088,-80.8462,Solar,,,,0,Fiera Solar Ingersoll 1 LP,Natural Resources Canada,ftp://ftp.maps.canada.ca/pub/nacei_cnaie/energy_infrastructure/PowerPlantsRenewGE1MW_NorthAmerica_201708.xlsx,Natural Resources Canada,,2017,0,0,0,0,0,0,0,,12.83,13.33,13.41,13.95,13.74,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
global_power_plants_renewable.2658,POINT (-81.8938 43.1333),2658,Canada,Jericho,CAN0002162,149,43.1333,-81.8938,Wind,,,,0,Jericho Wind  LP,Natural Resources Canada,http://ftp.maps.canada.ca/pub/nacei_cnaie/energy_infrastructure/PowerPlantsAllGE100MW_NorthAmerica_201708.xlsx,Natural Resources Canada,58029,2016,0,0,0,0,0,0,0,,0,0,0,0,345.68,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.2663,POINT (-76.2367 44.5476),2663,Canada,Jones Falls,CAN0007983,2.4,44.5476,-76.2367,Hydro,,,,0,Fortis Generation East LP,Natural Resources Canada,ftp://ftp.maps.canada.ca/pub/nacei_cnaie/energy_infrastructure/PowerPlantsRenewGE1MW_NorthAmerica_201708.xlsx,Natural Resources Canada,20707,2017,0,0,0,0,0,0,0,,4.72,4.72,4.72,4.73,4.72,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
global_power_plants_renewable.2667,POINT (-81.6399 43.9373),2667,Canada,K2 Wind,CAN0002165,270,43.9373,-81.6399,Wind,,,,0,K2 Wind Ontario LP,Natural Resources Canada,http://ftp.maps.canada.ca/pub/nacei_cnaie/energy_infrastructure/PowerPlantsAllGE100MW_NorthAmerica_201708.xlsx,Natural Resources Canada,64342,2016,0,0,0,0,0,0,0,,0,0,0,0,626.4,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.2677,POINT (-82.0506 42.5452),2677,Canada,Kent Breeze,CAN0007997,20,42.5452,-82.0506,Wind,,,,0,TransAlta (100%),Natural Resources Canada,ftp://ftp.maps.canada.ca/pub/nacei_cnaie/energy_infrastructure/PowerPlantsRenewGE1MW_NorthAmerica_201708.xlsx,Natural Resources Canada,64348,2016,0,0,0,0,0,0,0,,0,0,0,0,46.4,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.2683,POINT (-81.692 43.8589),2683,Canada,Kingsbridge 1,CAN0008002,39.6,43.8589,-81.692,Wind,,,,0,Cp Renewable Energy (Kingsbridge) LP,Natural Resources Canada,ftp://ftp.maps.canada.ca/pub/nacei_cnaie/energy_infrastructure/PowerPlantsRenewGE1MW_NorthAmerica_201708.xlsx,Natural Resources Canada,53733,2016,0,0,0,0,0,0,0,,0,0,0,0,91.87,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.2684,POINT (-76.633 44.2966),2684,Canada,Kingston Gardiner Hwy2 North,CAN0008003,10,44.2966,-76.633,Solar,,,,0,Sune Westbrook LP,Natural Resources Canada,ftp://ftp.maps.canada.ca/pub/nacei_cnaie/energy_infrastructure/PowerPlantsRenewGE1MW_NorthAmerica_201708.xlsx,Natural Resources Canada,,2017,0,0,0,0,0,0,0,,12.95,14.27,13.97,14.47,13.4,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
global_power_plants_renewable.2685,POINT (-76.6719 44.2712),2685,Canada,Kingston Gardiner Hwy2 South,CAN0008004,10,44.2712,-76.6719,Solar,,,,0,Sune Hwy 2 S LP,Natural Resources Canada,ftp://ftp.maps.canada.ca/pub/nacei_cnaie/energy_infrastructure/PowerPlantsRenewGE1MW_NorthAmerica_201708.xlsx,Natural Resources Canada,,2017,0,0,0,0,0,0,0,,12.95,14.27,13.97,14.55,13.39,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
global_power_plants_renewable.2686,POINT (-76.7686 44.2653),2686,Canada,Kingston Gardiner TS Odessa,CAN0008005,10,44.2653,-76.7686,Solar,,,,0,Sune Odessa LP,Natural Resources Canada,ftp://ftp.maps.canada.ca/pub/nacei_cnaie/energy_infrastructure/PowerPlantsRenewGE1MW_NorthAmerica_201708.xlsx,Natural Resources Canada,,2017,0,0,0,0,0,0,0,,12.95,14.27,13.97,14.61,13.39,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
global_power_plants_renewable.2687,POINT (-76.5667 44.3201),2687,Canada,Kingston Gardiner TS Unity Road,CAN0008006,10,44.3201,-76.5667,Solar,,,,0,Sune Unity LP,Natural Resources Canada,ftp://ftp.maps.canada.ca/pub/nacei_cnaie/energy_infrastructure/PowerPlantsRenewGE1MW_NorthAmerica_201708.xlsx,Natural Resources Canada,,2017,0,0,0,0,0,0,0,,12.82,14.27,14,14.42,13.36,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
global_power_plants_renewable.2688,POINT (-76.4405 44.2934),2688,Canada,Kingston Mills,CAN0008007,1.9,44.2934,-76.4405,Hydro,,,,0,Fortis Generation East LP,Natural Resources Canada,ftp://ftp.maps.canada.ca/pub/nacei_cnaie/energy_infrastructure/PowerPlantsRenewGE1MW_NorthAmerica_201708.xlsx,Natural Resources Canada,20708,2017,0,0,0,0,0,0,0,,5.94,6.04,4.56,4.75,5.91,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
global_power_plants_renewable.2715,POINT (-78.2722 44.421),2715,Canada,Lakefield,CAN0008033,2,44.421,-78.2722,Hydro,,,,0,,Natural Resources Canada,ftp://ftp.maps.canada.ca/pub/nacei_cnaie/energy_infrastructure/PowerPlantsRenewGE1MW_NorthAmerica_201708.xlsx,Natural Resources Canada,29005,2017,0,0,0,0,0,0,0,,10.31,9.08,8.9,9.54,8.31,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
global_power_plants_renewable.2729,POINT (-79.792 43.2608),2729,Canada,Liberty Energy Centre,CAN0008046,11.4,43.2608,-79.792,Biomass,,,,0,,Natural Resources Canada,ftp://ftp.maps.canada.ca/pub/nacei_cnaie/energy_infrastructure/PowerPlantsRenewGE1MW_NorthAmerica_201708.xlsx,Natural Resources Canada,,2015,0,0,0,0,0,0,0,,0,0,0,0,0,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
global_power_plants_renewable.2730,POINT (-78.3926 44.3136),2730,Canada,Lily Lake,CAN0008047,10,44.3136,-78.3926,Solar,,,,0,Peterborough Utilities Inc,Natural Resources Canada,ftp://ftp.maps.canada.ca/pub/nacei_cnaie/energy_infrastructure/PowerPlantsRenewGE1MW_NorthAmerica_201708.xlsx,Natural Resources Canada,63905,2015,0,0,0,0,0,0,0,,13.24,14.79,14.24,14.46,12.95,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
global_power_plants_renewable.2741,POINT (-78.3143 44.3114),2741,Canada,London Street,CAN0008058,4.1,44.3114,-78.3143,Hydro,,,,0,Peterborough Utilities Inc,Natural Resources Canada,ftp://ftp.maps.canada.ca/pub/nacei_cnaie/energy_infrastructure/PowerPlantsRenewGE1MW_NorthAmerica_201708.xlsx,Natural Resources Canada,30042,2017,0,0,0,0,0,0,0,,22.2,18.89,18.35,19.74,18.09,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
global_power_plants_renewable.2757,POINT (-76.975 44.37),2757,Canada,Loyalist,WKS0067649,54,44.37,-76.975,Solar,,,,0,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,0,0,0,0,0,0,0,0,,71.87,78.8,74.66,77.74,71.37,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
